#
 0,                      ours, 873270409561775267150316869517312.00, 330007855016330476537989197463552.00,                 ----|   *     -----     
 0,                  baseline, 893309479942884247004476554084352.00, 202577162511169937613977269829632.00,                     |--  *   ----       
 0,                        lr, 949710087772282812181038051098624.00, 211027941166537312207286606757888.00,                     |--   *  --         
 0,                      lgbm, 965306782472155388683634585108480.00, 247439518776969956333117096591360.00,                     |--    *  ----      
