#
 0,                      lgbm, 19.88,  1.93, - *-                |                   
#
 1,                      ours, 62.20, 23.00,           ---   *   |-----              
 1,                        lr, 68.82, 21.96,             --    * | ----              
#
 2,                  baseline, 74.71, 20.03,              ---    *  -----            
