#
 0,                      lgbm, 491210557569417896714723104129024.00, 16991996628751001449849243566080.00,                     |           *-      
 0,                      ours, 495097552884580681031228118269952.00, 48586370646407701066512445997056.00,                     |            *---   
 0,                        lr, 496280310390685032375795190857728.00, 17905855903576322400242498535424.00,                     |            *-     
#
 1,                  baseline, 525633614195233973295204874059776.00, 19708236780522529387247478767616.00,                     |              *    
