#
 0,                      lgbm,  0.38,  0.03, *                   |                   
#
 1,                      ours, 10.22,  1.23,           - *--     |                   
#
 2,                        lr, 15.16,  0.64,                    *|                   
#
 3,                  baseline, 30.02,  1.10,                     |               - * 
