#
 0,                      lgbm,  2.50,  0.12, *                   |                   
#
 1,                      ours,  7.18,  0.67,          *          |                   
#
 2,                        lr, 10.75,  0.38,               -*-   |                   
#
 3,                  baseline, 22.31,  1.63,                     |            --  *- 
