#
 0,                      lgbm, 16.61,  2.98, -*--                |                   
#
 1,                        lr, 66.59, 24.45,             --     *|  ----             
 1,                      ours, 69.13, 21.84,            -----    *   -----           
 1,                  baseline, 70.82, 19.57,            ----     * ------            
